id,answer
388,Melbourne-COMMA- Victoria
389,not sure
390,42
391,Melbourne-COMMA- Victoria
392,Melbourne-COMMA- Victoria
393,Melbourne-COMMA- Victoria
394,42
395,not sure
396,not sure
397,Melbourne-COMMA- Victoria
398,Melbourne-COMMA- Victoria
399,42
400,42
401,42
402,42
403,Melbourne-COMMA- Victoria
404,42
405,Melbourne-COMMA- Victoria
406,Melbourne-COMMA- Victoria
407,42
408,not sure
409,Melbourne-COMMA- Victoria
410,Melbourne-COMMA- Victoria
411,42
412,42
413,not sure
414,Melbourne-COMMA- Victoria
415,not sure
416,42
417,Melbourne-COMMA- Victoria
418,not sure
419,42
420,42
421,not sure
422,not sure
423,42
424,not sure
425,42
426,not sure
427,42
428,42
429,42
430,not sure
431,not sure
432,not sure
433,not sure
434,Melbourne-COMMA- Victoria
435,not sure
436,Melbourne-COMMA- Victoria
437,not sure
438,Melbourne-COMMA- Victoria
439,Melbourne-COMMA- Victoria
440,42
441,42
442,42
443,Melbourne-COMMA- Victoria
444,42
445,Melbourne-COMMA- Victoria
446,Melbourne-COMMA- Victoria
447,42
448,Melbourne-COMMA- Victoria
449,Melbourne-COMMA- Victoria
450,42
451,42
452,Melbourne-COMMA- Victoria
453,not sure
454,42
455,Melbourne-COMMA- Victoria
456,42
457,42
458,42
459,not sure
460,not sure
461,42
462,42
463,not sure
464,not sure
465,42
466,Melbourne-COMMA- Victoria
467,42
468,not sure
469,42
470,not sure
471,not sure
472,Melbourne-COMMA- Victoria
473,Melbourne-COMMA- Victoria
474,Melbourne-COMMA- Victoria
475,not sure
476,Melbourne-COMMA- Victoria
477,not sure
478,not sure
479,42
480,not sure
481,Melbourne-COMMA- Victoria
482,Melbourne-COMMA- Victoria
483,not sure
484,Melbourne-COMMA- Victoria
485,not sure
486,not sure
487,Melbourne-COMMA- Victoria
488,not sure
489,Melbourne-COMMA- Victoria
490,42
491,not sure
492,42
493,not sure
494,Melbourne-COMMA- Victoria
495,not sure
496,Melbourne-COMMA- Victoria
497,not sure
498,Melbourne-COMMA- Victoria
499,42
500,42
501,42
502,42
503,Melbourne-COMMA- Victoria
504,42
505,42
506,not sure
507,not sure
508,Melbourne-COMMA- Victoria
509,not sure
510,Melbourne-COMMA- Victoria
511,Melbourne-COMMA- Victoria
512,Melbourne-COMMA- Victoria
513,not sure
514,42
515,Melbourne-COMMA- Victoria
516,42
517,Melbourne-COMMA- Victoria
518,not sure
519,Melbourne-COMMA- Victoria
520,Melbourne-COMMA- Victoria
521,42
522,42
523,42
524,Melbourne-COMMA- Victoria
525,Melbourne-COMMA- Victoria
526,not sure
527,not sure
528,Melbourne-COMMA- Victoria
529,not sure
530,Melbourne-COMMA- Victoria
531,Melbourne-COMMA- Victoria
532,42
533,Melbourne-COMMA- Victoria
534,Melbourne-COMMA- Victoria
535,Melbourne-COMMA- Victoria
536,42
537,Melbourne-COMMA- Victoria
538,Melbourne-COMMA- Victoria
539,Melbourne-COMMA- Victoria
540,42
541,42
542,not sure
543,42
544,42
545,not sure
546,not sure
547,42
548,Melbourne-COMMA- Victoria
549,42
550,Melbourne-COMMA- Victoria
551,Melbourne-COMMA- Victoria
552,Melbourne-COMMA- Victoria
553,42
554,Melbourne-COMMA- Victoria
555,42
556,Melbourne-COMMA- Victoria
557,Melbourne-COMMA- Victoria
558,Melbourne-COMMA- Victoria
559,Melbourne-COMMA- Victoria
560,42
561,Melbourne-COMMA- Victoria
562,not sure
563,Melbourne-COMMA- Victoria
564,42
565,Melbourne-COMMA- Victoria
566,42
567,not sure
568,42
569,42
570,42
571,42
572,Melbourne-COMMA- Victoria
573,42
574,42
575,42
576,not sure
577,not sure
578,Melbourne-COMMA- Victoria
579,42
580,42
581,not sure
582,Melbourne-COMMA- Victoria
583,not sure
584,42
585,42
586,Melbourne-COMMA- Victoria
587,42
588,not sure
589,not sure
590,Melbourne-COMMA- Victoria
591,Melbourne-COMMA- Victoria
592,Melbourne-COMMA- Victoria
593,42
594,not sure
595,not sure
596,42
597,42
598,42
599,Melbourne-COMMA- Victoria
600,42
601,Melbourne-COMMA- Victoria
602,Melbourne-COMMA- Victoria
603,not sure
604,42
605,Melbourne-COMMA- Victoria
606,42
607,not sure
608,Melbourne-COMMA- Victoria
609,Melbourne-COMMA- Victoria
610,42
611,Melbourne-COMMA- Victoria
612,not sure
613,not sure
614,not sure
615,not sure
616,not sure
617,Melbourne-COMMA- Victoria
618,Melbourne-COMMA- Victoria
619,Melbourne-COMMA- Victoria
620,Melbourne-COMMA- Victoria
621,not sure
622,not sure
623,not sure
624,not sure
625,42
626,42
627,Melbourne-COMMA- Victoria
628,Melbourne-COMMA- Victoria
629,42
630,not sure
631,not sure
632,Melbourne-COMMA- Victoria
633,not sure
634,not sure
635,not sure
636,not sure
637,Melbourne-COMMA- Victoria
638,42
639,not sure
640,Melbourne-COMMA- Victoria
641,not sure
642,42
643,Melbourne-COMMA- Victoria
644,Melbourne-COMMA- Victoria
645,Melbourne-COMMA- Victoria
646,42
647,Melbourne-COMMA- Victoria
648,not sure
649,42
650,42
651,not sure
652,not sure
653,Melbourne-COMMA- Victoria
654,42
655,Melbourne-COMMA- Victoria
656,Melbourne-COMMA- Victoria
657,not sure
658,Melbourne-COMMA- Victoria
659,not sure
660,Melbourne-COMMA- Victoria
661,Melbourne-COMMA- Victoria
662,not sure
663,42
664,Melbourne-COMMA- Victoria
665,42
666,42
667,not sure
668,42
669,Melbourne-COMMA- Victoria
670,42
671,Melbourne-COMMA- Victoria
672,42
673,Melbourne-COMMA- Victoria
674,42
675,42
676,42
677,not sure
678,42
679,42
680,not sure
681,42
682,Melbourne-COMMA- Victoria
683,42
684,Melbourne-COMMA- Victoria
685,Melbourne-COMMA- Victoria
686,not sure
687,not sure
688,Melbourne-COMMA- Victoria
689,42
690,42
691,not sure
692,not sure
693,42
694,Melbourne-COMMA- Victoria
695,not sure
696,Melbourne-COMMA- Victoria
697,42
698,Melbourne-COMMA- Victoria
699,42
700,42
701,42
702,not sure
703,42
704,not sure
705,not sure
706,42
707,42
708,Melbourne-COMMA- Victoria
709,42
710,42
711,not sure
712,42
713,not sure
714,Melbourne-COMMA- Victoria
715,not sure
716,42
717,42
718,42
719,not sure
720,Melbourne-COMMA- Victoria
721,not sure
722,42
723,not sure
724,42
725,not sure
726,Melbourne-COMMA- Victoria
727,42
728,42
729,42
730,42
731,42
732,not sure
733,not sure
734,Melbourne-COMMA- Victoria
735,Melbourne-COMMA- Victoria
736,not sure
737,not sure
738,not sure
739,42
740,Melbourne-COMMA- Victoria
741,42
742,42
743,Melbourne-COMMA- Victoria
744,Melbourne-COMMA- Victoria
745,Melbourne-COMMA- Victoria
746,Melbourne-COMMA- Victoria
747,not sure
748,Melbourne-COMMA- Victoria
749,Melbourne-COMMA- Victoria
750,not sure
751,42
752,Melbourne-COMMA- Victoria
753,Melbourne-COMMA- Victoria
754,not sure
755,42
756,42
757,Melbourne-COMMA- Victoria
758,Melbourne-COMMA- Victoria
759,42
760,not sure
761,Melbourne-COMMA- Victoria
762,not sure
763,not sure
764,not sure
765,42
766,Melbourne-COMMA- Victoria
767,42
768,not sure
769,not sure
770,42
771,Melbourne-COMMA- Victoria
772,42
773,Melbourne-COMMA- Victoria
774,Melbourne-COMMA- Victoria
775,Melbourne-COMMA- Victoria
776,Melbourne-COMMA- Victoria
777,42
778,42
779,Melbourne-COMMA- Victoria
780,42
781,not sure
782,42
783,not sure
784,not sure
785,42
786,42
787,not sure
788,not sure
789,Melbourne-COMMA- Victoria
790,not sure
791,Melbourne-COMMA- Victoria
792,42
793,not sure
794,not sure
795,42
796,not sure
797,not sure
798,not sure
799,Melbourne-COMMA- Victoria
800,42
801,Melbourne-COMMA- Victoria
802,not sure
803,not sure
804,not sure
805,not sure
806,not sure
807,42
808,not sure
809,42
810,42
811,Melbourne-COMMA- Victoria
812,not sure
813,42
814,42
815,not sure
816,not sure
817,not sure
818,not sure
819,not sure
820,not sure
821,not sure
822,42
823,42
824,42
825,42
826,42
827,Melbourne-COMMA- Victoria
828,42
829,Melbourne-COMMA- Victoria
830,42
831,not sure
832,Melbourne-COMMA- Victoria
833,not sure
834,42
835,Melbourne-COMMA- Victoria
836,Melbourne-COMMA- Victoria
837,not sure
838,not sure
839,42
840,not sure
841,42
842,Melbourne-COMMA- Victoria
843,42
844,not sure
845,Melbourne-COMMA- Victoria
846,not sure
847,not sure
848,Melbourne-COMMA- Victoria
849,42
850,Melbourne-COMMA- Victoria
851,Melbourne-COMMA- Victoria
852,Melbourne-COMMA- Victoria
853,Melbourne-COMMA- Victoria
854,42
855,42
856,not sure
857,not sure
858,Melbourne-COMMA- Victoria
859,not sure
860,not sure
861,not sure
862,42
863,not sure
864,42
865,42
866,Melbourne-COMMA- Victoria
867,not sure
868,not sure
869,not sure
870,Melbourne-COMMA- Victoria
871,not sure
872,not sure
873,42
874,Melbourne-COMMA- Victoria
875,42
876,not sure
877,Melbourne-COMMA- Victoria
878,42
879,42
880,Melbourne-COMMA- Victoria
881,42
882,not sure
883,Melbourne-COMMA- Victoria
884,Melbourne-COMMA- Victoria
885,not sure
886,Melbourne-COMMA- Victoria
887,not sure
888,42
889,not sure
890,not sure
891,Melbourne-COMMA- Victoria
892,42
893,42
894,Melbourne-COMMA- Victoria
895,not sure
896,not sure
897,Melbourne-COMMA- Victoria
898,Melbourne-COMMA- Victoria
899,not sure
900,Melbourne-COMMA- Victoria
901,42
902,not sure
903,Melbourne-COMMA- Victoria
904,not sure
905,Melbourne-COMMA- Victoria
906,42
907,42
908,Melbourne-COMMA- Victoria
909,42
910,not sure
911,not sure
912,Melbourne-COMMA- Victoria
913,42
914,Melbourne-COMMA- Victoria
915,42
916,42
917,42
918,42
919,not sure
920,not sure
921,42
922,42
923,Melbourne-COMMA- Victoria
924,42
925,42
926,42
927,not sure
928,not sure
929,not sure
930,42
931,not sure
932,not sure
933,not sure
934,Melbourne-COMMA- Victoria
935,Melbourne-COMMA- Victoria
936,not sure
937,Melbourne-COMMA- Victoria
938,Melbourne-COMMA- Victoria
939,42
940,42
941,Melbourne-COMMA- Victoria
942,Melbourne-COMMA- Victoria
943,42
944,Melbourne-COMMA- Victoria
945,42
946,not sure
947,not sure
948,Melbourne-COMMA- Victoria
949,Melbourne-COMMA- Victoria
950,not sure
951,not sure
952,42
953,not sure
954,not sure
955,42
956,42
957,Melbourne-COMMA- Victoria
958,Melbourne-COMMA- Victoria
959,not sure
960,not sure
961,42
962,not sure
963,Melbourne-COMMA- Victoria
964,not sure
965,42
966,not sure
967,not sure
968,not sure
969,not sure
970,not sure
971,Melbourne-COMMA- Victoria
972,not sure
973,42
974,Melbourne-COMMA- Victoria
975,42
976,Melbourne-COMMA- Victoria
977,Melbourne-COMMA- Victoria
978,42
979,not sure
980,42
981,42
982,Melbourne-COMMA- Victoria
983,Melbourne-COMMA- Victoria
984,42
985,not sure
986,Melbourne-COMMA- Victoria
987,42
988,Melbourne-COMMA- Victoria
989,42
990,not sure
991,not sure
992,not sure
993,not sure
994,42
995,Melbourne-COMMA- Victoria
996,42
997,Melbourne-COMMA- Victoria
998,not sure
999,Melbourne-COMMA- Victoria
1000,42
1001,not sure
1002,42
1003,Melbourne-COMMA- Victoria
1004,Melbourne-COMMA- Victoria
1005,42
1006,Melbourne-COMMA- Victoria
1007,Melbourne-COMMA- Victoria
1008,Melbourne-COMMA- Victoria
1009,42
1010,not sure
1011,Melbourne-COMMA- Victoria
1012,Melbourne-COMMA- Victoria
1013,42
1014,42
1015,not sure
1016,Melbourne-COMMA- Victoria
1017,42
1018,not sure
1019,Melbourne-COMMA- Victoria
1020,Melbourne-COMMA- Victoria
1021,42
1022,Melbourne-COMMA- Victoria
1023,Melbourne-COMMA- Victoria
1024,not sure
1025,Melbourne-COMMA- Victoria
1026,Melbourne-COMMA- Victoria
1027,42
1028,42
1029,Melbourne-COMMA- Victoria
1030,not sure
1031,not sure
1032,42
1033,not sure
1034,42
1035,Melbourne-COMMA- Victoria
1036,not sure
1037,Melbourne-COMMA- Victoria
1038,not sure
1039,Melbourne-COMMA- Victoria
1040,42
1041,42
1042,Melbourne-COMMA- Victoria
1043,Melbourne-COMMA- Victoria
1044,not sure
1045,not sure
1046,Melbourne-COMMA- Victoria
1047,not sure
1048,Melbourne-COMMA- Victoria
1049,Melbourne-COMMA- Victoria
1050,not sure
1051,Melbourne-COMMA- Victoria
1052,42
1053,42
1054,Melbourne-COMMA- Victoria
1055,Melbourne-COMMA- Victoria
1056,Melbourne-COMMA- Victoria
1057,Melbourne-COMMA- Victoria
1058,not sure
1059,Melbourne-COMMA- Victoria
1060,42
1061,Melbourne-COMMA- Victoria
1062,Melbourne-COMMA- Victoria
1063,Melbourne-COMMA- Victoria
1064,Melbourne-COMMA- Victoria
1065,42
1066,Melbourne-COMMA- Victoria
1067,not sure
1068,42
1069,not sure
1070,Melbourne-COMMA- Victoria
1071,Melbourne-COMMA- Victoria
1072,Melbourne-COMMA- Victoria
1073,not sure
1074,not sure
1075,42
1076,Melbourne-COMMA- Victoria
1077,not sure
1078,Melbourne-COMMA- Victoria
1079,not sure
1080,42
1081,42
1082,not sure
1083,not sure
1084,not sure
1085,Melbourne-COMMA- Victoria
1086,42
1087,not sure
1088,Melbourne-COMMA- Victoria
1089,Melbourne-COMMA- Victoria
1090,42
1091,42
1092,42
1093,not sure
1094,Melbourne-COMMA- Victoria
1095,42
1096,Melbourne-COMMA- Victoria
1097,not sure
1098,not sure
1099,not sure
1100,Melbourne-COMMA- Victoria
1101,42
1102,42
1103,42
1104,42
1105,not sure
1106,42
1107,Melbourne-COMMA- Victoria
1108,42
1109,not sure
1110,not sure
1111,not sure
1112,Melbourne-COMMA- Victoria
1113,not sure
1114,not sure
1115,42
1116,not sure
1117,Melbourne-COMMA- Victoria
1118,Melbourne-COMMA- Victoria
1119,Melbourne-COMMA- Victoria
1120,not sure
1121,Melbourne-COMMA- Victoria
1122,not sure
1123,42
1124,42
1125,Melbourne-COMMA- Victoria
1126,Melbourne-COMMA- Victoria
1127,not sure
1128,Melbourne-COMMA- Victoria
1129,not sure
1130,not sure
1131,42
1132,Melbourne-COMMA- Victoria
1133,42
1134,42
1135,Melbourne-COMMA- Victoria
1136,not sure
1137,not sure
1138,42
1139,Melbourne-COMMA- Victoria
1140,Melbourne-COMMA- Victoria
1141,Melbourne-COMMA- Victoria
1142,42
1143,42
1144,Melbourne-COMMA- Victoria
1145,Melbourne-COMMA- Victoria
1146,42
1147,42
1148,42
1149,42
1150,Melbourne-COMMA- Victoria
1151,Melbourne-COMMA- Victoria
1152,Melbourne-COMMA- Victoria
1153,not sure
1154,Melbourne-COMMA- Victoria
1155,Melbourne-COMMA- Victoria
1156,42
1157,42
1158,42
1159,Melbourne-COMMA- Victoria
1160,42
1161,Melbourne-COMMA- Victoria
1162,not sure
1163,42
1164,Melbourne-COMMA- Victoria
1165,not sure
1166,not sure
1167,not sure
1168,Melbourne-COMMA- Victoria
1169,Melbourne-COMMA- Victoria
1170,Melbourne-COMMA- Victoria
1171,not sure
1172,Melbourne-COMMA- Victoria
1173,42
1174,42
1175,not sure
1176,not sure
1177,42
1178,42
1179,Melbourne-COMMA- Victoria
1180,not sure
1181,42
1182,42
1183,42
1184,Melbourne-COMMA- Victoria
1185,not sure
1186,Melbourne-COMMA- Victoria
1187,not sure
1188,not sure
1189,not sure
1190,Melbourne-COMMA- Victoria
1191,42
1192,42
1193,42
1194,Melbourne-COMMA- Victoria
1195,Melbourne-COMMA- Victoria
1196,not sure
1197,42
1198,42
1199,42
1200,not sure
1201,not sure
1202,Melbourne-COMMA- Victoria
1203,42
1204,42
1205,Melbourne-COMMA- Victoria
1206,Melbourne-COMMA- Victoria
1207,not sure
1208,42
1209,not sure
1210,not sure
1211,not sure
1212,Melbourne-COMMA- Victoria
1213,Melbourne-COMMA- Victoria
1214,Melbourne-COMMA- Victoria
1215,not sure
1216,42
1217,42
1218,42
1219,not sure
1220,not sure
1221,Melbourne-COMMA- Victoria
1222,42
1223,Melbourne-COMMA- Victoria
1224,not sure
1225,42
1226,not sure
1227,Melbourne-COMMA- Victoria
1228,42
1229,not sure
1230,42
1231,42
1232,42
1233,not sure
1234,42
1235,Melbourne-COMMA- Victoria
1236,42
1237,Melbourne-COMMA- Victoria
1238,42
1239,not sure
1240,not sure
1241,not sure
1242,Melbourne-COMMA- Victoria
1243,not sure
1244,42
1245,Melbourne-COMMA- Victoria
1246,42
1247,not sure
1248,not sure
1249,not sure
1250,not sure
1251,not sure
1252,not sure
1253,not sure
1254,Melbourne-COMMA- Victoria
1255,Melbourne-COMMA- Victoria
1256,not sure
1257,not sure
1258,42
1259,42
1260,not sure
1261,not sure
1262,not sure
1263,not sure
1264,not sure
1265,Melbourne-COMMA- Victoria
1266,42
1267,not sure
1268,not sure
1269,42
1270,Melbourne-COMMA- Victoria
1271,not sure
1272,not sure
1273,42
1274,not sure
1275,42
1276,42
1277,42
1278,Melbourne-COMMA- Victoria
1279,42
1280,42
1281,Melbourne-COMMA- Victoria
1282,Melbourne-COMMA- Victoria
1283,Melbourne-COMMA- Victoria
1284,not sure
1285,not sure
1286,42
1287,Melbourne-COMMA- Victoria
1288,Melbourne-COMMA- Victoria
1289,42
1290,42
1291,42
1292,not sure
1293,not sure
1294,42
1295,42
1296,42
1297,42
1298,Melbourne-COMMA- Victoria
1299,Melbourne-COMMA- Victoria
1300,not sure
1301,not sure
1302,not sure
1303,Melbourne-COMMA- Victoria
1304,Melbourne-COMMA- Victoria
1305,42
1306,42
1307,42
1308,42
1309,Melbourne-COMMA- Victoria
1310,not sure
1311,not sure
1312,Melbourne-COMMA- Victoria
1313,not sure
1314,Melbourne-COMMA- Victoria
1315,not sure
1316,42
1317,Melbourne-COMMA- Victoria
1318,42
1319,42
1320,Melbourne-COMMA- Victoria
1321,Melbourne-COMMA- Victoria
1322,Melbourne-COMMA- Victoria
1323,Melbourne-COMMA- Victoria
1324,42
1325,Melbourne-COMMA- Victoria
1326,not sure
1327,not sure
1328,42
1329,Melbourne-COMMA- Victoria
1330,Melbourne-COMMA- Victoria
1331,42
1332,42
1333,Melbourne-COMMA- Victoria
1334,Melbourne-COMMA- Victoria
1335,not sure
1336,not sure
1337,Melbourne-COMMA- Victoria
1338,42
1339,42
1340,Melbourne-COMMA- Victoria
1341,Melbourne-COMMA- Victoria
1342,not sure
1343,42
1344,not sure
1345,42
1346,not sure
1347,42
1348,42
1349,not sure
1350,42
1351,Melbourne-COMMA- Victoria
1352,42
1353,not sure
1354,not sure
1355,not sure
1356,42
1357,42
1358,42
1359,not sure
1360,42
1361,42
1362,not sure
1363,not sure
1364,Melbourne-COMMA- Victoria
1365,Melbourne-COMMA- Victoria
1366,42
1367,42
1368,42
1369,42
1370,42
1371,42
1372,Melbourne-COMMA- Victoria
1373,42
1374,42
1375,Melbourne-COMMA- Victoria
1376,42
1377,not sure
1378,42
1379,Melbourne-COMMA- Victoria
1380,Melbourne-COMMA- Victoria
1381,42
1382,not sure
1383,42
1384,not sure
1385,42
1386,Melbourne-COMMA- Victoria
1387,not sure
1388,42
1389,not sure
1390,42
1391,Melbourne-COMMA- Victoria
1392,42
1393,not sure
1394,not sure
1395,Melbourne-COMMA- Victoria
1396,42
1397,42
1398,42
1399,not sure
1400,not sure
1401,Melbourne-COMMA- Victoria
1402,not sure
1403,not sure
1404,not sure
1405,Melbourne-COMMA- Victoria
1406,Melbourne-COMMA- Victoria
1407,Melbourne-COMMA- Victoria
1408,42
1409,42
1410,42
1411,42
1412,not sure
1413,not sure
1414,Melbourne-COMMA- Victoria
1415,Melbourne-COMMA- Victoria
1416,Melbourne-COMMA- Victoria
1417,42
1418,Melbourne-COMMA- Victoria
1419,42
1420,42
1421,Melbourne-COMMA- Victoria
1422,not sure
1423,42
1424,42
1425,not sure
1426,not sure
1427,not sure
1428,Melbourne-COMMA- Victoria
1429,Melbourne-COMMA- Victoria
1430,not sure
1431,not sure
1432,Melbourne-COMMA- Victoria
1433,Melbourne-COMMA- Victoria
1434,Melbourne-COMMA- Victoria
1435,42
1436,not sure
1437,Melbourne-COMMA- Victoria
1438,42
1439,not sure
1440,not sure
1441,not sure
1442,not sure
1443,not sure
1444,Melbourne-COMMA- Victoria
1445,Melbourne-COMMA- Victoria
1446,not sure
1447,42
1448,42
1449,42
1450,not sure
1451,not sure
1452,Melbourne-COMMA- Victoria
1453,42
1454,Melbourne-COMMA- Victoria
1455,Melbourne-COMMA- Victoria
1456,Melbourne-COMMA- Victoria
